total_price_pln,price_pln,czynsz_pln,area_m2,price_per_m2,rooms,floor_number,year_built,building_type,owner_type,lat,lon,has_balcony,has_terrace,has_garden,has_elevator,has_garage,has_parking,has_storage_room,has_air_conditioning,has_furnished,has_dishwasher,has_washing_machine,has_fridge,has_oven,has_intercom,has_monitoring,has_protected_estate,has_pets_allowed
3600.0,3000.0,600.0,32.0,112.5,2.0,3.0,2019.0,apartamentowiec,agency,54.3542394,18.655764,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0
3100.0,2550.0,550.0,44.0,70.45,2.0,4.0,2020.0,blok,private,54.338457,18.540443,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
2600.0,1800.0,800.0,43.0,60.47,2.0,1.0,1975.0,blok,agency,54.3559592,18.687436,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3000.0,3000.0,0.0,47.9,62.63,2.0,2.0,2019.0,blok,agency,54.32925205,18.60691275,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
4280.0,3500.0,780.0,51.0,83.92,2.0,2.0,2019.0,apartamentowiec,agency,54.358611,18.627097,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
6000.0,5300.0,700.0,45.32,132.39,2.0,2.0,2024.0,blok,private,54.360272358622,18.654796437378,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
5200.0,4500.0,700.0,60.5,85.95,2.0,10.0,2019.0,blok,agency,54.34961,18.65637,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
4000.0,3200.0,800.0,47.0,85.11,2.0,4.0,2019.0,apartamentowiec,agency,54.38288,18.58764,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
9130.0,7300.0,1830.0,96.0,95.1,4.0,1.0,2019.0,apartamentowiec,agency,54.35097,18.66221,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3176.0,2300.0,876.0,45.36,70.02,2.0,0.0,2008.0,unknown,agency,54.3530094,18.6110004,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
11200.0,9900.0,1300.0,105.0,106.67,4.0,3.0,2020.0,apartamentowiec,agency,54.4002209,18.6480882,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
4150.0,3500.0,650.0,42.0,98.81,2.0,1.0,2021.0,apartamentowiec,agency,54.3832107,18.5891129,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
6800.0,5800.0,1000.0,79.0,86.08,3.0,2.0,2018.0,apartamentowiec,agency,54.359116209337,18.65317029813,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
4700.0,3700.0,1000.0,65.0,72.31,3.0,2.0,2001.0,unknown,agency,54.40675,18.61178,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
2700.0,3900.0,1200.0,55.0,49.09,2.0,1.0,2012.0,blok,agency,54.421357,18.599515,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
3000.0,2550.0,450.0,23.0,130.43,1.0,3.0,1999.0,unknown,agency,54.417848,18.592396,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2948.0,2561.0,387.0,29.72,99.19,1.0,6.0,2026.0,blok,agency,54.357011004093,18.661089617209,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
2630.0,2200.0,430.0,28.11,93.56,1.0,3.0,2019.0,blok,agency,54.3375709,18.5757223,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
6000.0,3000.0,3000.0,35.0,171.43,2.0,0.0,2019.0,blok,private,54.40284756692,18.607057575003,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0
3930.0,3200.0,730.0,49.43,79.51,2.0,7.0,2025.0,unknown,agency,54.3956546,18.6481064,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
4770.0,3900.0,870.0,55.0,86.73,3.0,3.0,2020.0,apartamentowiec,agency,54.39389,18.62088,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3450.0,2750.0,700.0,40.0,86.25,2.0,2.0,2017.0,blok,private,54.346579715574,18.665673312312,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4550.0,3500.0,1050.0,45.41,100.2,2.0,2.0,2020.0,apartamentowiec,agency,54.4062,18.62146,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
3250.0,2600.0,650.0,38.0,85.53,1.0,4.0,2019.0,blok,private,54.379556440256,18.586732170342,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
4855.0,4136.0,719.0,59.84,81.13,3.0,2.0,2026.0,blok,agency,54.357011004093,18.661089617209,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
3716.0,3179.0,537.0,44.73,83.08,2.0,4.0,2026.0,blok,agency,54.357011004093,18.661089617209,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
3427.0,2890.0,537.0,44.74,76.6,2.0,1.0,2026.0,blok,agency,54.357011004093,18.661089617209,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
2750.0,2300.0,450.0,48.0,57.29,2.0,2.0,2019.0,unknown,private,54.4293987,18.4690683,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
4760.0,3800.0,960.0,60.0,79.33,3.0,0.0,2013.0,blok,private,54.3198239,18.562778,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
1650.0,1650.0,0.0,37.0,44.59,1.0,2.0,2019.0,blok,private,54.4114,18.58935,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
4500.0,2250.0,2250.0,38.86,115.8,1.0,0.0,2010.0,blok,agency,54.308423,18.5931524,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
3300.0,2300.0,1000.0,49.0,67.35,2.0,2.0,2007.0,blok,agency,54.32867,18.603498,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1
3750.0,2600.0,1150.0,43.0,87.21,2.0,1.0,2025.0,apartamentowiec,agency,54.368227,18.628503,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
3400.0,2600.0,800.0,50.0,68.0,2.0,0.0,1960.0,blok,agency,54.4114,18.58935,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1
3820.0,3200.0,620.0,40.0,95.5,2.0,10.0,2021.0,apartamentowiec,agency,54.388933262981,18.596385953715,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
2300.0,2300.0,0.0,47.0,48.94,2.0,0.0,1973.0,unknown,agency,54.4078662,18.5922823,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0
3850.0,3100.0,750.0,44.0,87.5,2.0,2.0,2017.0,blok,agency,54.409976929893,18.597407341003,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
4790.0,3990.0,800.0,70.0,68.43,2.0,2.0,2012.0,apartamentowiec,agency,54.3496452,18.6610068,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
4400.0,2200.0,2200.0,39.5,111.39,2.0,1.0,2010.0,blok,agency,54.349617237037,18.532046899933,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
6400.0,3200.0,3200.0,45.06,142.03,2.0,1.0,2019.0,blok,agency,54.362882937241,18.633510844729,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
4750.0,3900.0,850.0,53.05,89.54,3.0,2.0,2024.0,blok,agency,54.364816,18.5887231,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
9400.0,8000.0,1400.0,130.0,72.31,5.0,1.0,2015.0,apartamentowiec,agency,54.40972,18.59651,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
7000.0,7000.0,0.0,82.6,84.75,4.0,1.0,2024.0,unknown,agency,54.3623697,18.6498887,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
8200.0,6300.0,1900.0,108.0,75.93,2.0,10.0,2021.0,apartamentowiec,agency,54.396501224728,18.644440195423,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
5182.0,3900.0,1282.0,64.3,80.59,3.0,6.0,2015.0,unknown,agency,54.3966123,18.5994586,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
3700.0,2800.0,900.0,43.7,84.67,2.0,2.0,1990.0,blok,agency,54.375966553979,18.604378321971,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0
3300.0,2500.0,800.0,47.0,70.21,2.0,1.0,1995.0,blok,agency,54.32682,18.59328,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
3870.0,3200.0,670.0,44.0,87.95,2.0,2.0,2018.0,blok,private,54.3945084,18.620067,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0
9000.0,9000.0,0.0,105.0,85.71,1.0,2.0,2017.0,apartamentowiec,agency,54.41289,18.56386,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
4200.0,2900.0,1300.0,65.34,64.28,4.0,4.0,2019.0,blok,agency,54.37396,18.55929,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
4380.0,3600.0,780.0,50.5,86.73,2.0,6.0,2013.0,apartamentowiec,agency,54.384621257633,18.59157943778,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0
3700.0,3200.0,500.0,45.0,82.22,2.0,1.0,2017.0,blok,agency,54.3475532,18.563437,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
3740.0,2990.0,750.0,44.0,85.0,2.0,2.0,2017.0,blok,agency,54.409976929893,18.597407341003,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
3110.0,2500.0,610.0,42.0,74.05,2.0,6.0,2019.0,blok,private,54.3464667,18.6523598,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
2990.0,2990.0,0.0,48.0,62.29,2.0,2.0,2019.0,blok,agency,54.410586405145,18.595991134644,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0
5600.0,5000.0,600.0,67.5,82.96,3.0,3.0,2025.0,blok,private,54.3542125,18.5850897,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
4200.0,2100.0,2100.0,28.0,150.0,1.0,0.0,2025.0,blok,agency,54.42780073529,18.482493847172,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
2610.0,1890.0,720.0,25.0,104.4,1.0,4.0,2026.0,apartamentowiec,private,54.3621279,18.6495753,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
4515.0,3715.0,800.0,52.0,86.83,3.0,2.0,2026.0,apartamentowiec,private,54.3621279,18.6495753,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
5382.38,4100.0,1282.38,64.3,83.71,3.0,6.0,2012.0,blok,private,54.396612213783,18.599438832376,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3050.0,2400.0,650.0,34.0,89.71,2.0,0.0,2022.0,blok,private,54.3295446,18.5672624,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
5150.0,4000.0,1150.0,72.0,71.53,3.0,2.0,2010.0,apartamentowiec,agency,54.37702,18.60533,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
4670.0,3900.0,770.0,42.0,111.19,2.0,4.0,2019.0,apartamentowiec,agency,54.3456897,18.6538414,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3890.0,3100.0,790.0,34.1,114.08,2.0,1.0,2019.0,kamienica,agency,54.349365428932,18.650214670779,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0
4500.0,3500.0,1000.0,60.0,75.0,3.0,2.0,2008.0,blok,agency,54.34961,18.58283,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
2800.0,2150.0,650.0,27.0,103.7,1.0,3.0,2025.0,apartamentowiec,agency,54.3512037,18.6743264,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0
3300.0,2500.0,800.0,54.15,60.94,2.0,2.0,2019.0,blok,agency,54.346844199127,18.623368705648,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0
3549.0,2999.0,550.0,40.31,88.04,2.0,0.0,2014.0,blok,agency,54.34779,18.58781,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
4215.0,3500.0,715.0,57.8,72.92,3.0,3.0,2019.0,blok,agency,54.343368,18.656627,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
22000.0,11000.0,11000.0,97.0,226.8,4.0,5.0,2019.0,apartamentowiec,agency,54.4031875,18.6519316,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3080.0,2600.0,480.0,42.0,73.33,2.0,2.0,2024.0,apartamentowiec,agency,54.333788,18.558172,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
2800.0,2800.0,0.0,60.1,46.59,2.0,3.0,1978.0,blok,agency,54.3608893,18.5746136,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3100.0,2600.0,500.0,42.0,73.81,2.0,1.0,2021.0,blok,private,54.301057537292,18.603617156236,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
4400.0,3400.0,1000.0,55.0,80.0,2.0,3.0,2019.0,blok,agency,54.3593459,18.626295,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
4600.0,3600.0,1000.0,62.0,74.19,2.0,5.0,2009.0,apartamentowiec,private,54.349007,18.660276,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0
4300.0,2800.0,1500.0,57.0,75.44,2.0,0.0,2018.0,blok,private,54.3954416,18.5687108,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3000.0,3000.0,0.0,40.0,75.0,2.0,4.0,2019.0,blok,agency,54.3491144,18.6627974,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
7277.0,6000.0,1277.0,88.0,82.69,4.0,2.0,2023.0,blok,agency,54.3942647,18.6471031,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
3560.0,2800.0,760.0,40.0,89.0,2.0,2.0,2019.0,blok,agency,54.401249,18.586259,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
3790.0,2890.0,900.0,36.0,105.28,2.0,2.0,2026.0,apartamentowiec,private,54.361982036785,18.650374002385,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
4099.0,3299.0,800.0,42.0,97.6,2.0,3.0,2022.0,apartamentowiec,private,54.4063054,18.5809413,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
3550.0,3000.0,550.0,44.0,80.68,2.0,3.0,2015.0,unknown,agency,54.3839683,18.5905566,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5200.0,2600.0,2600.0,44.0,118.18,2.0,3.0,2019.0,apartamentowiec,agency,54.3346722,18.5441293,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
2500.0,2500.0,0.0,28.0,89.29,1.0,0.0,1920.0,kamienica,private,54.3494059,18.6662911,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
5380.0,4800.0,580.0,68.33,78.74,2.0,0.0,1902.0,kamienica,private,54.3785978,18.609722,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
4200.0,4200.0,0.0,63.0,66.67,3.0,6.0,2014.0,apartamentowiec,agency,54.3489667,18.6632267,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
3000.0,1500.0,1500.0,26.5,113.21,1.0,3.0,2019.0,blok,agency,54.418492,18.5822404,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
3000.0,3000.0,0.0,48.0,62.5,2.0,1.0,2019.0,apartamentowiec,agency,54.349007,18.660276,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
3600.0,3100.0,500.0,50.0,72.0,3.0,10.0,2019.0,unknown,agency,54.34291,18.64165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
5150.0,3500.0,1650.0,70.0,73.57,3.0,0.0,1940.0,kamienica,agency,54.3514592,18.6395102,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
3150.0,2600.0,550.0,42.0,75.0,2.0,0.0,2023.0,apartamentowiec,agency,54.34252,18.56884,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
2750.0,2750.0,0.0,43.07,63.85,1.0,4.0,2024.0,blok,agency,54.394921,18.64768,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
2400.0,2400.0,0.0,40.5,59.26,2.0,1.0,2018.0,blok,agency,54.349176,18.593995,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
4200.0,3500.0,700.0,41.41,101.42,2.0,2.0,2024.0,blok,private,54.362789285675,18.649677374344,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
2400.0,2400.0,0.0,34.0,70.59,2.0,1.0,2018.0,blok,agency,54.3393247,18.5859427,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0
2810.0,2400.0,410.0,8.5,330.59,2.0,3.0,2019.0,kamienica,agency,54.35915235,18.7069802,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
3540.0,2600.0,940.0,49.0,72.24,2.0,2.0,2023.0,apartamentowiec,agency,54.3265298,18.5640039,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
5000.0,2500.0,2500.0,36.0,138.89,2.0,2.0,2019.0,blok,agency,54.4107753,18.58685392,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
3323.0,2700.0,623.0,50.0,66.46,2.0,1.0,1930.0,kamienica,agency,54.3632591,18.6476209,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
4060.0,3100.0,960.0,41.0,99.02,2.0,1.0,2019.0,apartamentowiec,agency,54.35152,18.66199,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
3390.0,2800.0,590.0,38.0,89.21,2.0,0.0,2019.0,kamienica,agency,54.35761463,18.65017605,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
3750.0,3000.0,750.0,44.0,85.23,2.0,8.0,2018.0,blok,private,54.349618,18.590267,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0
2800.0,2200.0,600.0,30.4,92.11,1.0,8.0,1975.0,blok,private,54.4150802,18.5549829,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
2951.0,2600.0,351.0,42.0,70.26,2.0,0.0,2019.0,blok,agency,54.32875,18.58689,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3400.0,2300.0,1100.0,56.0,60.71,2.0,1.0,2019.0,kamienica,agency,54.351484155871,18.651592070483,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
3897.0,2900.0,997.0,46.0,84.72,2.0,5.0,2018.0,apartamentowiec,agency,54.3908354,18.6001423,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
3400.0,2700.0,700.0,45.0,75.56,2.0,2.0,1980.0,blok,agency,54.4160667,18.5859981,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0
2960.0,2400.0,560.0,39.39,75.15,2.0,4.0,2019.0,unknown,agency,54.3941785,18.6467212,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
2800.0,2200.0,600.0,47.0,59.57,2.0,1.0,2001.0,blok,private,54.3308575,18.6064815,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0
8600.0,4300.0,4300.0,70.0,122.86,3.0,1.0,2013.0,blok,private,54.317807997415,18.572543666754,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
7490.0,6500.0,990.0,46.69,160.42,2.0,6.0,2026.0,apartamentowiec,private,54.3621279,18.6495753,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
3100.0,2500.0,600.0,33.0,93.94,1.0,2.0,2019.0,apartamentowiec,agency,54.3912349,18.6170639,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
3250.0,2700.0,550.0,30.0,108.33,2.0,4.0,2022.0,apartamentowiec,private,54.35054,18.65374,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
2900.0,2900.0,0.0,38.0,76.32,2.0,8.0,2021.0,apartamentowiec,agency,54.38796,18.59754,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
5500.0,4500.0,1000.0,50.15,109.67,2.0,2.0,2024.0,blok,private,54.4031651,18.5629557,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6400.0,3200.0,3200.0,49.0,130.61,2.0,6.0,2017.0,apartamentowiec,private,54.3974375,18.6049508,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
3220.0,2500.0,720.0,39.0,82.56,2.0,2.0,1975.0,blok,agency,54.4186515,18.5583225,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
5900.0,5000.0,900.0,61.0,96.72,3.0,5.0,2018.0,apartamentowiec,agency,54.3520252,18.6466384,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
4000.0,3200.0,800.0,53.0,75.47,3.0,0.0,2016.0,blok,agency,54.3198239,18.562778,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
4650.0,4650.0,0.0,47.56,97.77,2.0,5.0,2023.0,apartamentowiec,agency,54.35597,18.66173,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
2600.0,2000.0,600.0,32.0,81.25,1.0,0.0,2025.0,apartamentowiec,agency,54.310609660113,18.606955067889,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
3870.0,3000.0,870.0,50.0,77.4,2.0,1.0,2009.0,blok,private,54.358611,18.627097,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
7400.0,3700.0,3700.0,77.5,95.48,3.0,1.0,1980.0,blok,private,54.356396185395,18.58569041211,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
3100.0,2500.0,600.0,30.0,103.33,1.0,1.0,2018.0,apartamentowiec,private,54.347757,18.665018,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
2300.0,2000.0,300.0,30.0,76.67,1.0,0.0,2001.0,blok,private,54.3308575,18.6064815,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
3856.0,3269.0,587.0,48.89,78.87,2.0,2.0,2026.0,blok,agency,54.357011004093,18.661089617209,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
3220.0,2700.0,520.0,47.14,68.31,2.0,3.0,2016.0,blok,agency,54.32471442,18.56016755,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0
5100.0,4200.0,900.0,62.0,82.26,3.0,4.0,2024.0,apartamentowiec,private,54.3942647,18.6471031,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
3000.0,3000.0,0.0,42.45,70.67,2.0,0.0,2016.0,apartamentowiec,agency,54.3828777,18.5876377,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
5499.0,4399.0,1100.0,79.5,69.17,4.0,3.0,2013.0,blok,private,54.349887251548,18.632556861438,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4300.0,3500.0,800.0,60.0,71.67,3.0,0.0,2008.0,unknown,private,54.423332616761,18.473290165097,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0
3500.0,2400.0,1100.0,46.0,76.09,2.0,1.0,2019.0,apartamentowiec,agency,54.4022355,18.5814926,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
3000.0,3000.0,0.0,31.71,94.61,1.0,3.0,2021.0,apartamentowiec,agency,54.3571258,18.6643477,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
4500.0,4500.0,0.0,60.0,75.0,2.0,2.0,1945.0,kamienica,agency,54.3579061,18.6504123,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
4500.0,4500.0,0.0,60.0,75.0,2.0,3.0,1945.0,kamienica,agency,54.3579061,18.6504123,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
3195.0,2700.0,495.0,39.95,79.97,2.0,1.0,2019.0,apartamentowiec,agency,54.30265605,18.61217226,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
3400.0,2700.0,700.0,35.65,95.37,1.0,2.0,1954.0,kamienica,agency,54.35106341,18.65234971,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
3000.0,2350.0,650.0,45.0,66.67,2.0,1.0,2019.0,blok,agency,54.4114,18.58935,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
3050.0,2500.0,550.0,40.0,76.25,2.0,2.0,2024.0,blok,agency,54.3203594,18.5862413,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
3200.0,2700.0,500.0,36.51,87.65,2.0,1.0,2024.0,apartamentowiec,agency,54.3927006,18.6454121,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
3600.0,3000.0,600.0,36.0,100.0,2.0,1.0,2021.0,apartamentowiec,agency,54.345835,18.6578491,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
2500.0,2500.0,0.0,50.0,50.0,2.0,2.0,1990.0,dom wolnostojący,agency,54.3900701,18.4835037,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0
3600.0,2600.0,1000.0,55.86,64.45,2.0,2.0,1954.0,kamienica,agency,54.3508111,18.6523338,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
5255.0,4100.0,1155.0,61.82,85.0,3.0,1.0,2024.0,blok,agency,54.355710832055,18.630247111463,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
4600.0,3800.0,800.0,55.0,83.64,3.0,3.0,2015.0,blok,private,54.350174478252,18.580287414386,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
4900.0,3800.0,1100.0,64.0,76.56,3.0,2.0,1996.0,blok,agency,54.3417126,18.5662852,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
5000.0,4500.0,500.0,63.0,79.37,3.0,2.0,2025.0,unknown,agency,54.3623693,18.6492091,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0
5000.0,4500.0,500.0,63.0,79.37,3.0,3.0,2025.0,unknown,agency,54.3623693,18.6492091,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0
5100.0,3700.0,1400.0,74.0,68.92,4.0,1.0,1980.0,blok,agency,54.39045,18.60174,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
7000.0,6500.0,500.0,82.0,85.37,4.0,5.0,2025.0,unknown,agency,54.3623693,18.6492091,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0
4000.0,3400.0,600.0,45.0,88.89,2.0,3.0,2019.0,blok,agency,54.3672789,18.6274097,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
4800.0,4000.0,800.0,53.0,90.57,2.0,3.0,2024.0,apartamentowiec,private,54.35054,18.65374,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
9500.0,4750.0,4750.0,71.0,133.8,3.0,5.0,2022.0,apartamentowiec,private,54.38381460289,18.591472314294,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
3500.0,2900.0,600.0,63.0,55.56,3.0,1.0,2001.0,blok,private,54.334846653457,18.559082105835,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
6800.0,3400.0,3400.0,47.0,144.68,2.0,4.0,2025.0,apartamentowiec,agency,54.356012588444,18.628556123889,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
