total_price_pln,price_pln,czynsz_pln,area_m2,price_per_m2,rooms,floor_number,year_built,building_type,owner_type,lat,lon,has_balcony,has_terrace,has_garden,has_elevator,has_garage,has_parking,has_storage_room,has_air_conditioning,has_furnished,has_dishwasher,has_washing_machine,has_fridge,has_oven,has_intercom,has_monitoring,has_protected_estate,has_pets_allowed,listing_id,has_image_score,avg_confidence_all,avg_confidence_usable,image_score_mean,image_score_weighted,image_score_top2_weighted,image_score_max,best_overall_quality,best_condition,best_modernness,best_furnishing_quality
3500.0,3500.0,0.0,43.0,81.4,2.0,3.0,2018.0,blok,private,54.4063054,18.5809413,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,49RbA,1,0.7,0.7,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.8,0.5,0.5,0.5
3900.0,3200.0,700.0,44.0,88.64,2.0,4.0,2025.0,blok,private,54.344010095705,18.569659368292,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,4Ags3,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
3500.0,2900.0,600.0,47.5,73.68,2.0,5.0,2024.0,blok,private,54.332742381477,18.618308218716,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,4zLF7,1,0.8,0.8,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.95,0.5,0.5,0.8
4800.0,4000.0,800.0,60.0,80.0,3.0,3.0,2023.0,blok,private,54.342534119606,18.569080011145,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,4zBoA,1,0.7,0.7,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.8,0.5,0.5,0.5
5400.0,2700.0,2700.0,38.0,142.11,2.0,4.0,2019.0,blok,private,54.313217,18.5904269,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,4ApcF,1,0.7,0.7,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.8,0.5,0.5,0.5
3270.0,2300.0,970.0,42.0,77.86,2.0,3.0,2015.0,blok,agency,54.420841,18.472672,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,4zT2r,1,0.8,0.8,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.95,0.5,0.5,0.8
2590.0,1990.0,600.0,25.0,103.6,1.0,4.0,2024.0,apartamentowiec,agency,54.37822,18.59636,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,4yCOX,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
2400.0,1800.0,600.0,22.0,109.09,1.0,2.0,2025.0,apartamentowiec,agency,54.354229959187,18.676513144449,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,4yDii,1,0.7,0.7,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.4427499999999999,0.8,0.5,0.5,0.5
3050.0,2200.0,850.0,31.0,98.39,2.0,6.0,1970.0,blok,agency,54.393837,18.5919647,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,4yYjG,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
8600.0,6900.0,1700.0,61.0,140.98,3.0,2.0,2022.0,apartamentowiec,agency,54.4252183,18.5882861,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,4yMVw,1,0.8,0.8,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.95,0.5,0.5,0.8
3150.0,2550.0,600.0,28.0,112.5,2.0,2.0,2025.0,unknown,agency,54.345210146992,18.665804202933,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,4vjfG,1,0.8,0.8,0.6055200000000002,0.6055200000000002,0.6055200000000002,0.6055200000000002,0.9,0.8,0.5,0.7
2500.0,2500.0,0.0,33.0,75.76,2.0,1.0,2026.0,blok,agency,54.356597,18.57659,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,4AoR8,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
3350.0,2400.0,950.0,46.0,72.83,2.0,6.0,1970.0,unknown,agency,54.4088413,18.5989071,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,4zYDH,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
5200.0,4000.0,1200.0,42.0,123.81,2.0,2.0,2025.0,blok,private,54.367968572643,18.628754220454,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,4zY6d,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
3350.0,2450.0,900.0,51.5,65.05,2.0,2.0,1980.0,blok,agency,54.327157,18.619937,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4AoGs,1,0.8,0.8,0.4654499999999999,0.46545,0.46545,0.4654499999999999,0.75,0.5,0.5,0.5
3800.0,2900.0,900.0,48.0,79.17,2.0,1.0,2019.0,blok,agency,54.4238694,18.5863247,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4AoSy,1,0.8,0.8,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.95,0.5,0.5,0.8
5000.0,4000.0,1000.0,67.3,74.29,3.0,1.0,2012.0,blok,agency,54.41186428,18.58145624,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,4AoMm,1,0.8,0.8,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.5924699999999999,0.95,0.5,0.5,0.8
